model,resp_id,orig_idx,domain,mean_surprisal,n_ans,gap,jsd_noctx,chunk_drops,chunk_jsds,label
ragbench_Qwen2.5-1.5B-Instruct,219,219,pubmedqa,1.1588280200958252,100,0.7074759006500244,0.11267665028572083,"[0.15854141620150186, 0.320814786184049, -0.001605545660817711, -0.013160311765274173, -0.011576484713868922]","[0.0240495922659332, 0.0781125614327529, 0.006098625088915348, 0.006200768187121568, 0.00395846290393365]",1
ragbench_Qwen2.5-1.5B-Instruct,220,220,pubmedqa,0.7080002427101135,200,0.8437178134918213,0.15687553584575653,"[-0.00234509407702717, 0.2881412471505246, 0.39042778508689024, -0.04228232156917329, -0.013399565532845372]","[0.013980020900883794, 0.06694656225953309, 0.06681201341384395, 0.003998153770943205, 0.0021034629402949534]",1
ragbench_Qwen2.5-1.5B-Instruct,221,221,finqa,1.074729084968567,22,0.4657740890979767,0.15628935396671295,"[0.05158137648488099, 0.04078013909218663, 0.4238681084236966, -0.022588083513917147]","[0.001012461881797125, 0.0005674877868180126, 0.14096647722848585, 0.004363618772458722]",1
ragbench_Qwen2.5-1.5B-Instruct,222,222,pubmedqa,0.8198608756065369,196,1.2767378091812134,0.21049103140830994,"[0.25893359642087, -0.004644887244510022, 0.5726712556922553, 0.2474778256951981, 0.07685785517317095]","[0.07320094945876605, 0.007119343250649539, 0.07951065700395428, 0.03559483011958592, 0.02653071779355742]",1
ragbench_Qwen2.5-1.5B-Instruct,223,223,pubmedqa,0.6317950487136841,113,0.7406259775161743,0.13373924791812897,"[0.34824339392607967, 0.253274027627484, 0.029218669227828536, 0.007014489329486801, -0.0010326187013744246]","[0.060404682799050334, 0.051036132453756426, 0.010460954094304285, 0.003219203206384565, 0.0030227345758855368]",1
ragbench_Qwen2.5-1.5B-Instruct,224,224,covidqa,0.727744996547699,46,0.19699354469776154,0.12588392198085785,"[0.31668294600746344, 0.013726711172288877, 0.027769367246541467, 0.011163487071737267]","[0.13593031115638238, 0.0006343127381618931, 0.0008318088056507409, 0.0004915223403011861]",1
ragbench_Qwen2.5-1.5B-Instruct,225,225,pubmedqa,0.9231243133544922,162,0.7477325797080994,0.13186977803707123,"[0.6663543752030965, 0.036820202384321, -0.010936070478662097, 0.013941521596550108, 0.012576357649326254]","[0.1189832565791155, 0.012238070317391919, 0.0025214323093390575, 0.002289302928725527, 0.0012580489321068636]",1
ragbench_Qwen2.5-1.5B-Instruct,226,226,pubmedqa,0.9240279197692871,87,1.0943820476531982,0.15361744165420532,"[0.053488320267122656, 0.22590509715742862, 0.002591282400484404, 0.7931759326662547, 0.010044926505511755]","[0.01280123957104151, 0.024522512100363995, 0.0037018923225784536, 0.11443160666901438, 0.003447156374602792]",1
ragbench_Qwen2.5-1.5B-Instruct,227,227,pubmedqa,1.136023759841919,200,0.7303999066352844,0.1348990499973297,"[0.4768721691157634, 0.19495846054393723, 0.025974321416271096, -0.00581530088490581]","[0.07951184235201161, 0.04028770745897731, 0.016285039437760388, 0.008546027803149343]",1
ragbench_Qwen2.5-1.5B-Instruct,228,228,techqa,1.055437445640564,200,0.04547756165266037,0.021408626809716225,"[-0.015097140803063666, 0.0030545973553671502, -0.027389422195792577, -0.014104917877393746, 0.018165722237645242]","[0.0018374396248827907, 0.0022455363002990224, 0.0026795560225184546, 0.00392333814065978, 0.0033956675853892195]",1
ragbench_Qwen2.5-1.5B-Instruct,229,229,covidqa,0.95145583152771,68,0.9328988194465637,0.18590159714221954,"[0.7721605463194876, 0.07714006183045834, -0.014888294291368124, 0.09865346916200224, 0.008314187571607042]","[0.1229038915703029, 0.03473501663882902, 0.003509920826769029, 0.018141048895719852, 0.0008327041317284495]",1
ragbench_Qwen2.5-1.5B-Instruct,230,230,finqa,1.0655380487442017,29,0.17366398870944977,0.038599345833063126,"[-0.00024170929040776863, -0.024047063312003767, -0.020023909966610142, 0.0817203189508291, -0.05611402185943383]","[0.0012545557056765134, 0.0025610151229823806, 0.0005727117171271198, 0.038228852507068, 0.0039567101455422115]",1
ragbench_Qwen2.5-1.5B-Instruct,231,231,pubmedqa,0.7051947116851807,115,0.9211918115615845,0.13572309911251068,"[0.44917633010795427, 0.01747089870936001, 0.5151002822856339]","[0.07222719081191134, 0.00874279142358541, 0.068527046087695]",1
ragbench_Qwen2.5-1.5B-Instruct,232,232,pubmedqa,0.6389592289924622,108,0.840396523475647,0.11531368643045425,"[0.5170920881653189, 0.2693769219768285, -0.018183681296919104, 0.0070320619721389605]","[0.05736927972538789, 0.0401630558022586, 0.00259358571963783, 0.003244531397902282]",1
ragbench_Qwen2.5-1.5B-Instruct,233,233,pubmedqa,0.9687960743904114,200,1.0945961475372314,0.17272287607192993,"[0.47149402376993976, 0.1430273936689616, 0.26187972163647144, -0.02173474825338417, -0.01648807012517068]","[0.08599562645115029, 0.027431027398378893, 0.04782421110709958, 0.007607269979120943, 0.002906600626965066]",1
ragbench_Qwen2.5-1.5B-Instruct,234,234,techqa,1.0855755805969238,106,1.2714191675186157,0.17713841795921326,"[1.2157771929045218, -0.017030591428521185, -0.012937000826292755, 0.016236873880042933, 0.0070340242884395715]","[0.16733388802313, 0.0018548574695509286, 0.0029620838459993564, 0.003174609890958032, 0.002494414012201834]",1
ragbench_Qwen2.5-1.5B-Instruct,235,235,pubmedqa,1.3289676904678345,91,0.8214012384414673,0.1725986748933792,"[0.5763322501379362, 0.15777186295599677, 0.20459765973182684, 0.036776208489954824, -0.040493751285824116]","[0.10997148256861332, 0.03744688796470635, 0.035969502964350225, 0.0050013332035312805, 0.00822696316634637]",1
ragbench_Qwen2.5-1.5B-Instruct,236,236,pubmedqa,0.8468921184539795,200,0.5912759304046631,0.13190902769565582,"[0.05893040055012762, 0.2425207239103338, 0.06944627342915964, -0.009833147779404498, 0.13470174161428758]","[0.02326636475302994, 0.06483803847153392, 0.027659074782477405, 0.003285344336808116, 0.022057198130082264]",1
ragbench_Qwen2.5-1.5B-Instruct,237,237,hotpotqa,1.1471039056777954,27,1.8020753860473633,0.1967451274394989,"[0.05348728112208105, 1.2898814325876797, 0.03013601400770885, 0.03865608824249917]","[0.03160695644072365, 0.13128568288926476, 0.00754724710437013, 0.004553525032549631]",1
ragbench_Qwen2.5-1.5B-Instruct,238,238,pubmedqa,0.4675582945346832,200,1.5124059915542603,0.24245573580265045,"[0.7335393736911172, 0.36802951724359845, 0.1091110067255272, 0.2922395352287478, 0.006155074898665056]","[0.11020002421297143, 0.06399419036156977, 0.01829041000335084, 0.04280760457743647, 0.005708906763320876]",1
ragbench_Qwen2.5-1.5B-Instruct,239,239,pubmedqa,0.9719302654266357,200,0.8838958740234375,0.18713383376598358,"[0.2534059748848881, 0.014343847682274494, 0.0027418952485611216, 0.48286566348732035, 0.2488702785387794]","[0.05153590622025526, 0.007276224569151815, 0.0069043863611113745, 0.10011880000957259, 0.042791466848555955]",1
ragbench_Qwen2.5-1.5B-Instruct,240,240,pubmedqa,0.9784647226333618,200,0.8210139274597168,0.13152606785297394,"[0.012907297613940045, 0.003805602115075999, 0.38286400333202436, 0.20267399451170603]","[0.011093646701707484, 0.006344137444175999, 0.06468717837425672, 0.02765788378041499]",1
ragbench_Qwen2.5-1.5B-Instruct,241,241,pubmedqa,0.6559821367263794,200,0.8139207363128662,0.15165235102176666,"[0.439652151401674, 0.14671430430282156, 0.2082995038541877, 0.012897128280278735]","[0.06642786612300938, 0.03764390143992977, 0.049362799050467886, 0.003997315216804207]",1
ragbench_Qwen2.5-1.5B-Instruct,242,242,hotpotqa,1.0775376558303833,39,0.6640468239784241,0.1384626030921936,"[0.02063660683443931, 0.0603440045380035, 0.5860700545597819, 0.7897237156094679, 0.05927025380636527]","[0.0025874258858493704, 0.0047138541443030426, 0.04187749078127103, 0.1117315477189643, 0.0031411806499841662]",1
ragbench_Qwen2.5-1.5B-Instruct,243,243,pubmedqa,0.9963870644569397,97,0.4266487658023834,0.07491271942853928,"[0.058739908210540794, 0.022101373721283117, 0.025790992120326185, 0.13679536203327405]","[0.013917302586234196, 0.0045804863414069166, 0.006105442340971464, 0.026603797184724998]",1
ragbench_Qwen2.5-1.5B-Instruct,244,244,pubmedqa,0.6719949245452881,200,0.9045892357826233,0.167775958776474,"[0.5072331461875558, -0.018774371581079096, 0.18537056951791014, 0.2329115483121359]","[0.07500624991689228, 0.00542564256588058, 0.04090182913057326, 0.0440013103449661]",1
ragbench_Qwen2.5-1.5B-Instruct,245,245,techqa,0.901536762714386,126,0.3117215633392334,0.047813039273023605,"[0.023055656470605736, -0.004593166036802214, -0.0031458924486179015, 0.008276087232217386]","[0.0029213434991522233, 0.0007219131684321508, 0.008295422973991287, 0.0015587926566789337]",1
ragbench_Qwen2.5-1.5B-Instruct,246,246,pubmedqa,1.0009273290634155,200,0.5328282713890076,0.13543416559696198,"[0.2613539766200927, 0.3380869778366849, 0.009738709082750461, 0.0021322218785911674]","[0.05711502164715583, 0.06643055870766744, 0.010869615907679115, 0.003350204794014164]",1
ragbench_Qwen2.5-1.5B-Instruct,247,247,pubmedqa,0.590540885925293,200,1.8746031522750854,0.25673332810401917,"[0.7441597167135734, 0.02414724004092818, 0.8994679329684874, 0.33414826771872924, 0.009205249730987077]","[0.09423908818158708, 0.011937170441275437, 0.11769176599134909, 0.05560252737090398, 0.007639877377616768]",1
ragbench_Qwen2.5-1.5B-Instruct,248,248,techqa,0.6798862218856812,200,0.9689788818359375,0.11309444159269333,"[-0.04288419827782434, 0.1799916614116688, 0.4691953476165219, 0.07982901892675329, -0.0080773374798963]","[0.0045900262242818, 0.019734374838530827, 0.05765830550145168, 0.016689907529127197, 0.0017231481163407026]",1
ragbench_Qwen2.5-1.5B-Instruct,249,249,pubmedqa,0.5365548729896545,200,0.7554405331611633,0.13468803465366364,"[0.46094076413984114, 0.1612564876785416, 0.20735299181020367, 0.01795738682837225, 0.005821154592680955]","[0.07436965677845223, 0.03538623012805097, 0.02807778817768572, 0.002937166140711334, 0.0020634312347906202]",1
ragbench_Qwen2.5-1.5B-Instruct,250,250,finqa,0.7461326122283936,200,0.1706106960773468,0.05327558517456055,"[-0.009052231298242078, -0.005790747462501713, 0.0009470644015573271, 0.11481736073191769, -0.010986633457978314]","[0.01154460832368116, 0.0011972166226442483, 0.0011885163201888816, 0.026557823710261913, 0.0036134349518799525]",1
ragbench_Qwen2.5-1.5B-Instruct,251,251,pubmedqa,0.7945267558097839,103,0.9347753524780273,0.16626571118831635,"[0.8972323610747851, 0.020651262878133812, 0.04699770491497122, 0.004726861325932598, -0.005803979156721167]","[0.14291293302687902, 0.009253558607015674, 0.003820794269340535, 0.0024572690495892552, 0.0013252956421262267]",1
ragbench_Qwen2.5-1.5B-Instruct,252,252,pubmedqa,0.6540897488594055,88,1.2089604139328003,0.19089657068252563,"[0.9851079286671595, 0.007178926375010083, -0.0650374905106862, -0.010739772940932889]","[0.1626978341753471, 0.005504218704297756, 0.010060754700851165, 0.002935684672588514]",1
ragbench_Qwen2.5-1.5B-Instruct,253,253,pubmedqa,0.9561612606048584,109,1.0623102188110352,0.19470010697841644,"[-0.07742152883935362, 0.7388859805754474, 0.08652952794421111, 0.14094453628395642, -0.04581649687567792]","[0.008631097754712451, 0.14104330959229702, 0.02689459292232662, 0.04494616922685547, 0.003115339064072017]",1
ragbench_Qwen2.5-1.5B-Instruct,254,254,pubmedqa,0.6999379992485046,200,1.0109035968780518,0.18149273097515106,"[-0.017213412875360063, 0.3435732283301809, 0.015204517697200118, 0.5261432398615193, 0.1849774271737101]","[0.006609103751544581, 0.05828133605396218, 0.006527546915052369, 0.09006009929438079, 0.0346880146703306]",1
ragbench_Qwen2.5-1.5B-Instruct,255,255,techqa,1.3977333307266235,200,-0.020793762058019638,0.008878110907971859,"[-0.0014735556385676318, 0.0014996160437658545, -0.0025327520213613754, 0.005207071395743696]","[0.0010776679047722836, 0.00033716136768475736, 0.0005572413092545503, 0.0032445448640771703]",1
ragbench_Qwen2.5-1.5B-Instruct,256,256,covidqa,1.0861997604370117,33,0.6276858448982239,0.10580099374055862,"[0.24909740424173474, 0.3808975409942143, 0.02025234073605106, 0.23779883944790167]","[0.038548548786359264, 0.04171793334107447, 0.007673027743769787, 0.04177022433327004]",1
ragbench_Qwen2.5-1.5B-Instruct,257,257,pubmedqa,0.7702691555023193,118,0.8125784993171692,0.1660969853401184,"[0.0035752576237308535, -0.019044852337252272, 0.5022850927165086, 0.3825949798847066]","[0.008018933126828727, 0.003846459919804641, 0.0890822710850841, 0.0567229656559039]",1
ragbench_Qwen2.5-1.5B-Instruct,258,258,pubmedqa,0.4347614347934723,200,1.31895112991333,0.2118576467037201,"[0.5935495386298101, 0.49328764061933483, 0.0013606319622385854, -0.0013414435574690842, -0.012703057751100566]","[0.08616536174147704, 0.08253167570595903, 0.004138844229412584, 0.003302957219221252, 0.0020858650301302717]",1
ragbench_Qwen2.5-1.5B-Instruct,259,259,finqa,1.349178671836853,51,0.7111645936965942,0.15650887787342072,"[0.4617661673286884, 0.028411999537709953, 0.02899997368541674, 0.04491779058726559, 0.03304004029076382]","[0.16557674259078625, 0.0033754426146613554, 0.00395257882115295, 0.00216230662915878, 0.0021920442623659967]",1
ragbench_Qwen2.5-1.5B-Instruct,260,260,covidqa,0.9923638105392456,89,1.150474190711975,0.19909663498401642,"[0.3558977804796802, 0.42154626549778146, 0.13066080207606187, 0.22096760585178815]","[0.08045168821208178, 0.05819248977542138, 0.035690429058433254, 0.02678589537011381]",1
ragbench_Qwen2.5-1.5B-Instruct,261,261,finqa,0.7648841738700867,99,0.31760168075561523,0.10269773006439209,"[-0.017685356912154775, 0.3358275794672234, -0.0006180281667515043, -0.008212047247144081, 0.0031399458301607274]","[0.005862706710736991, 0.0877431628333866, 0.0013858904569519148, 0.0010146322202888199, 0.0008405256437871492]",1
ragbench_Qwen2.5-1.5B-Instruct,262,262,finqa,0.6773748993873596,200,0.37187516689300537,0.1001124158501625,"[0.402583020443235, 0.012357317434216385, -0.012711530201945606, -0.009827095864202419, -0.004631838283471552]","[0.09133422074374976, 0.0015198086797694544, 0.001026493190703519, 0.0010977340483935905, 0.0010768378175855275]",1
ragbench_Qwen2.5-1.5B-Instruct,263,263,pubmedqa,0.5608089566230774,200,1.5989972352981567,0.23107996582984924,"[1.1234515646077825, 0.5830180341392122, -0.0025327005019281047, -0.004933395625403705, -0.020015257739206618]","[0.1495323611075593, 0.07121779840752508, 0.0037715042575139045, 0.00208778192699536, 0.00495083546182919]",1
ragbench_Qwen2.5-1.5B-Instruct,264,264,pubmedqa,0.6714203357696533,200,0.6928945779800415,0.10645776987075806,"[0.6782531724719887, 0.02143471087434406, 0.031533483923819716, 0.023595285918729586]","[0.09105655019407805, 0.01306615117872802, 0.0030354308914044025, 0.002160695449777945]",1
ragbench_Qwen2.5-1.5B-Instruct,265,265,finqa,2.1109368801116943,31,-0.19204755127429962,0.02940383367240429,"[-0.025244932564448624, -0.04701423326297381, -0.020434682691566487, -0.018761880375325658, 0.03448037506630851]","[0.002710580310650262, 0.0032546390691403494, 0.0027873456578339346, 0.004632321679709563, 0.004717710473553985]",1
ragbench_Qwen2.5-1.5B-Instruct,266,266,pubmedqa,1.0519976615905762,200,0.7705497741699219,0.1534755378961563,"[0.42836082305353157, 0.36307335837492305, -0.019403036797016854, -0.0030075423411381054]","[0.08809505925877145, 0.05699366084014013, 0.006521132465653272, 0.00965495435949288]",1
ragbench_Qwen2.5-1.5B-Instruct,267,267,finqa,0.5402953624725342,113,0.8207039833068848,0.18573802709579468,"[0.8576246193088484, -0.01435394830604414, -0.014518735497275346, -0.018266772580081067, -0.018355488319894073]","[0.18327473813011577, 0.0011057560008552766, 0.0011754452432475382, 0.00095599155001631, 0.0011842723078804226]",1
ragbench_Qwen2.5-1.5B-Instruct,268,268,pubmedqa,0.9448992013931274,200,0.7369132041931152,0.1300174593925476,"[0.2679979099420592, 0.1694155207822979, 0.023592941679567048, -0.009313025422230226, 0.10965597277138187]","[0.05343636190248285, 0.027011381509558098, 0.0077105730079137305, 0.002119571812814183, 0.01863527991096948]",1
ragbench_Qwen2.5-1.5B-Instruct,269,269,finqa,1.4047605991363525,29,0.08529032766819,0.05902703478932381,"[-0.04143469592813274, -0.006590718624246274, -0.016776450592542774, -0.02583867770314602, -0.013732254571393775]","[0.03500641025060884, 0.001295844997622257, 0.001247094032017795, 0.004036285167283746, 0.0026092450677957647]",1
ragbench_Qwen2.5-1.5B-Instruct,270,270,pubmedqa,0.8985544443130493,95,0.5446764230728149,0.11942300945520401,"[0.08574284802903094, 0.32757296942190445, 0.010267759721102122, -0.006096046750030837, -0.00019639872148337944]","[0.03928962280937742, 0.050079460041640884, 0.014339466778615119, 0.004000846301038127, 0.0012628416901196864]",1
ragbench_Qwen2.5-1.5B-Instruct,271,271,pubmedqa,1.043460726737976,200,0.5626434087753296,0.11846987903118134,"[0.2453597194526185, 0.013778197002038724, 0.19874732394876332, 0.012596762027293665, 0.0045432384931024215]","[0.04006638581018386, 0.0040906450903109536, 0.04213790301676866, 0.004031752468338148, 0.0015880878855557866]",1
ragbench_Qwen2.5-1.5B-Instruct,272,272,finqa,0.7237542867660522,140,0.31098535656929016,0.055198173969984055,"[0.009398331360973447, -0.004864573477513139, 0.23104985756804775, -0.0018391378321406852, 0.009550560088603431]","[0.0015865176553796394, 0.0027003807508293675, 0.05101022254251331, 0.00163621987717631, 0.0007354375053979416]",1
ragbench_Qwen2.5-1.5B-Instruct,273,273,finqa,0.8202809691429138,60,0.46818986535072327,0.10868346691131592,"[0.0287879292901683, 0.03354204783984945, 0.05120785385746179, 0.5060726650312669, 0.07537704357164329]","[0.011427782803667696, 0.007484058947285158, 0.008986612621216257, 0.09750224575066113, 0.010090930792191937]",1
ragbench_Qwen2.5-1.5B-Instruct,274,274,pubmedqa,0.8700995445251465,200,1.3593066930770874,0.2409413903951645,"[0.6997945791448933, 0.36040226270890685, 0.26217251317622653, -0.034667373866048054]","[0.11103285410097072, 0.05599662283102301, 0.04860503805364424, 0.019670815763667023]",1
ragbench_Qwen2.5-1.5B-Instruct,275,275,pubmedqa,0.8362025618553162,200,0.9423263669013977,0.18224410712718964,"[0.23099414676251398, 0.4042386023870415, 0.062217984735272014, 0.3482187940663391, 0.008504191472784441]","[0.05349735236398662, 0.06499644242469232, 0.012945415175315098, 0.04308311163743722, 0.0038377480522986574]",1
ragbench_Qwen2.5-1.5B-Instruct,276,276,delucionqa,1.1273659467697144,60,1.3982642889022827,0.20264476537704468,"[0.9631959623676569, 0.1674015595805637, 0.04129910733463475, 0.4118153570287783, 0.094565861170607]","[0.09320722713843375, 0.02803116388034444, 0.007621823359886548, 0.07474643031121862, 0.009704456944427875]",1
ragbench_Qwen2.5-1.5B-Instruct,277,277,pubmedqa,1.362259864807129,200,0.531734049320221,0.12064120173454285,"[0.029559801921013786, -0.02052591910513229, 0.04200910150964091, 0.2392524627563057, 0.289755751992152]","[0.007051456378944323, 0.011432136228840761, 0.004737926839490711, 0.030455089271870576, 0.04983227317689853]",1
ragbench_Qwen2.5-1.5B-Instruct,278,278,covidqa,0.8798412680625916,38,0.35717082023620605,0.09185408800840378,"[-0.0014451489482062722, 0.3649218646205554, 0.11938427352671217, -0.032385722241758085, -0.055817031725669757]","[0.04621942739510282, 0.03639843463356167, 0.025042455672830425, 0.005390884973943338, 0.0011784637538536764]",1
ragbench_Qwen2.5-1.5B-Instruct,279,279,techqa,0.7582271099090576,159,0.08459065854549408,0.020133722573518753,"[-0.009645942721368818, -0.0031448171405558606, -0.004635951281464791, -0.008345324723049769, -0.004474179279272417]","[0.0020420816648624475, 0.0006786726013184256, 0.0016303615600585224, 0.0010066205912245474, 0.0008200676940054518]",1
ragbench_Qwen2.5-1.5B-Instruct,280,280,finqa,0.9457964897155762,185,0.2590283751487732,0.09110493212938309,"[-0.008476720242654395, -0.0093174998265592, -0.0032978082075395512, 0.06853301238234052, 0.023123765685426945]","[0.0008510188762765106, 0.0009829708376668277, 0.0049357650221913225, 0.05555250801495243, 0.01888947222990035]",1
ragbench_Qwen2.5-1.5B-Instruct,281,281,pubmedqa,0.7471468448638916,136,0.7521082162857056,0.1196846291422844,"[0.0032615852225469956, 0.7800795111282455, -0.003961326188285806, 0.019513403842888223]","[0.005684422702355206, 0.0920617606008947, 0.0035489612456480616, 0.0016848736947257363]",1
ragbench_Qwen2.5-1.5B-Instruct,282,282,pubmedqa,0.6638219356536865,136,1.187010645866394,0.1978089064359665,"[0.18594515970389794, -0.002286842835275138, 0.6245210408209466, -0.03643589761423982]","[0.05008300308094364, 0.005853615590026695, 0.12523369396103087, 0.006576330063537828]",1
ragbench_Qwen2.5-1.5B-Instruct,283,283,pubmedqa,0.632983386516571,200,1.0298066139221191,0.1934535950422287,"[0.5262529425912333, 0.5651770356792085, 0.010061527098343993, 0.02717374100200317, 0.015779901615086942]","[0.09545681959154118, 0.08512978500974563, 0.015204700767197599, 0.008517032194599584, 0.0047592171287832484]",1
ragbench_Qwen2.5-1.5B-Instruct,284,284,finqa,0.5110933184623718,158,0.3816794455051422,0.07749250531196594,"[0.0021987653146520124, 0.008413447447061358, 0.0031348611044074485, 0.304262624535349, 0.0054223072785297335]","[0.0017545914871893425, 0.0015057451627801804, 0.0004949227436511621, 0.07118229418149058, 0.0019021760540068272]",1
ragbench_Qwen2.5-1.5B-Instruct,285,285,finqa,0.8808331489562988,200,0.4187740981578827,0.09332374483346939,"[0.04249042825681272, 0.0974651868900014, 0.15801166148099127, -0.015638939732409655, -0.0057316082348756936]","[0.015793241244998625, 0.023390872140247296, 0.04041913843022968, 0.0012781511831380498, 0.0011978647258074203]",1
ragbench_Qwen2.5-1.5B-Instruct,286,286,pubmedqa,1.1327614784240723,102,0.44209226965904236,0.07657685875892639,"[0.18007511920156913, -0.01483170983277994, -0.004786856964680434, 0.09295207701714336]","[0.01952010879922042, 0.0032706258934256556, 0.006630015190604949, 0.024551674903673368]",1
ragbench_Qwen2.5-1.5B-Instruct,287,287,finqa,0.6809844374656677,117,0.38260605931282043,0.059503570199012756,"[0.0251709443236594, -0.009361082159114468, 0.18367473101803378, 0.12181572010939638, -0.011348751700447442]","[0.0045523299869012716, 0.0007999227217396765, 0.04032198011040723, 0.018379250082469874, 0.0004863209555587207]",1
ragbench_Qwen2.5-1.5B-Instruct,288,288,pubmedqa,0.7659703493118286,172,0.5747424960136414,0.10608281940221786,"[0.012314878444971233, 0.31856738419982894, 0.05078099122879787, 0.03367708846664476, -0.006627540744392953]","[0.016581374280838022, 0.05673796688744632, 0.018140990952242506, 0.0058958982264794785, 0.001936275464384806]",1
ragbench_Qwen2.5-1.5B-Instruct,289,289,pubmedqa,0.7983372211456299,119,0.3509359061717987,0.08825141936540604,"[0.07764393666972402, 0.08238210935896878, -0.013366074757802854, -0.02164893185670949, -0.007154624298694774]","[0.023659346206985787, 0.02433822458268634, 0.006256885843835117, 0.003688301360391401, 0.005123895070708056]",1
ragbench_Qwen2.5-1.5B-Instruct,290,290,pubmedqa,1.0880959033966064,200,0.7060838341712952,0.11614388227462769,"[0.25516192141008504, 0.14872730860632827, 0.10146992251847962, 0.12552530278065888]","[0.04458290059995896, 0.02818212470518251, 0.023475934148142415, 0.019520234971058485]",1
ragbench_Qwen2.5-1.5B-Instruct,291,291,techqa,1.478476881980896,200,-0.008353356271982193,0.015024775639176369,"[0.006853229409607593, -0.029121554521698272, -0.012190153785777511, -0.00018927865763544106, -0.02648486331861932]","[0.0030879938858060997, 0.0026036220411727127, 0.0017311315106690018, 0.0017300021995970383, 0.002033814167375567]",1
ragbench_Qwen2.5-1.5B-Instruct,292,292,finqa,1.141135334968567,19,0.5188326239585876,0.11786069720983505,"[0.07516306848609881, -0.014323220815353315, -0.011088686622985589, 0.4719296774672234, 0.023796325316652656]","[0.004293643085546998, 0.0009915751339624542, 0.0019733225838200795, 0.12168851865992206, 0.001811803647590774]",1
ragbench_Qwen2.5-1.5B-Instruct,293,293,finqa,1.728571891784668,27,-0.055578168481588364,0.016784803941845894,"[-0.02101203032792977, -0.02926306118913797, -0.004736865280763057, -0.0004270341248937055, 0.0534254168987563]","[0.0064709464426818564, 0.004738163398407643, 0.0021398034960350707, 0.0014958950310015266, 0.0045859056625785245]",1
ragbench_Qwen2.5-1.5B-Instruct,294,294,finqa,0.49163129925727844,96,0.23659254610538483,0.061306774616241455,"[0.02781879338044746, 0.016707548750176215, 0.06799540957983179, 0.18073141951248792, 0.018314922503274527]","[0.003355308941993762, 0.0026110477635780485, 0.019474756198235355, 0.03502828732127868, 0.004038929615812907]",1
ragbench_Qwen2.5-1.5B-Instruct,295,295,pubmedqa,0.9522822499275208,200,0.9430549144744873,0.15641283988952637,"[0.012361014360978117, 0.013143212637545502, 0.3618101493308765, 0.3128483458776054, 0.23764098995191632]","[0.015269957743965073, 0.002913941716382773, 0.07208735603100525, 0.055968112640127854, 0.032075528846596625]",1
ragbench_Qwen2.5-1.5B-Instruct,296,296,pubmedqa,0.8117172718048096,149,1.0381617546081543,0.14873355627059937,"[0.24135903601901929, 0.372157456479519, 0.14778217142007244, 0.1529755257635996]","[0.0443899099177722, 0.05930127931477458, 0.025567314963875546, 0.01767006987948004]",1
ragbench_Qwen2.5-1.5B-Instruct,297,297,finqa,0.649874746799469,182,0.8179851174354553,0.15096072852611542,"[0.001651715098645142, 0.31840258107765224, 0.43958718209741676, -0.009448443499532803, -0.0007522021858846359]","[0.0035994873017181086, 0.05609651979861637, 0.0848083768850727, 0.0007765876633299571, 0.0007536552604068416]",1
ragbench_Qwen2.5-1.5B-Instruct,298,298,pubmedqa,0.9600163102149963,78,0.9446142911911011,0.18353359401226044,"[0.034299666761771964, 0.48806352297769523, 0.019682588104551074, -0.0027690834335188787, 0.05717750952580667]","[0.021925220662364263, 0.059489022382436654, 0.01662502931110747, 0.022431468541025533, 0.00632883792972176]",1
ragbench_Qwen2.5-1.5B-Instruct,299,299,pubmedqa,0.5901727676391602,200,0.9003255367279053,0.17348384857177734,"[0.10719621512843261, 0.5630859828035136, 0.4214070670138244, 0.007798903414406056]","[0.024162050925215645, 0.12041369410649395, 0.05506831321197019, 0.0037107737651427453]",1
ragbench_Qwen2.5-1.5B-Instruct,300,300,techqa,0.8834415674209595,103,0.22144673764705658,0.0452909879386425,"[-0.013682856377303307, 0.09343082073068994, 0.013808226197084278, -0.009439266539259037]","[0.006116427225235044, 0.029703595709720195, 0.004161151883372396, 0.00491840135228665]",1
ragbench_Qwen2.5-1.5B-Instruct,301,301,pubmedqa,0.46456077694892883,85,1.1086652278900146,0.1808670312166214,"[-0.002585459874764156, -0.004645700308808099, 1.018609986093036, -0.012244436687861333, -0.007375410916558715]","[0.006991676431125338, 0.002920964589978827, 0.14637707714400944, 0.0024280106319835263, 0.0013590644632801862]",1
ragbench_Qwen2.5-1.5B-Instruct,302,302,finqa,0.6724942326545715,183,0.5024019479751587,0.09921742230653763,"[0.004481519689585194, 0.3726954308001881, -0.012623980749578769, -0.010197436871811356, -0.007865322506137348]","[0.018327923475768303, 0.05598703454117441, 0.0012263201165987907, 0.000849950129350274, 0.000816559268344474]",1
ragbench_Qwen2.5-1.5B-Instruct,303,303,finqa,0.8682757019996643,79,0.1787247508764267,0.05527510866522789,"[0.01760742106595404, 0.0004370101831434884, 0.0404710459636279, 0.032459439613030786, 0.29369882178763895]","[0.0017055266336965475, 0.0018673162339491913, 0.001842911601169696, 0.015742145248657812, 0.0463456961740432]",1
ragbench_Qwen2.5-1.5B-Instruct,304,304,pubmedqa,1.0500009059906006,200,0.8415074944496155,0.16046272218227386,"[0.5206482130687169, 0.35479397008191993, 0.014463453050410635, 0.020992082800000846]","[0.08009981255178136, 0.08264086740391602, 0.004810199421283876, 0.002559692451751303]",1
