model,resp_id,orig_idx,mean_surprisal,n_ans,gap,jsd_noctx,chunk_drops,chunk_jsds,label,doc_id,summ_model
tofueval_Qwen2.5-1.5B-Instruct,197,197,1.1113699674606323,83,1.2551982402801514,0.16687822341918945,"[0.17507003891721498, 0.008931899452166483, 0.03172825552378143, 0.3436449943093691, 0.04643952304477023]","[0.02859966220223696, 0.0050541086917262525, 0.007955378100568481, 0.06594734929144658, 0.007353908250213024]",0,DenverCityCouncil_07312017_17-0680,model_A
tofueval_Qwen2.5-1.5B-Instruct,198,198,1.2322885990142822,87,1.3007811307907104,0.23700056970119476,"[-0.0001857977349782127, -0.002542930350092978, 0.00580988056561642, 0.5671799925594837, 0.3078129762976334]","[0.004409162182969601, 0.0036111208911833452, 0.0027750113087635347, 0.122304966548811, 0.08130868321706824]",0,DenverCityCouncil_07312017_17-0680,model_B
tofueval_Qwen2.5-1.5B-Instruct,199,199,1.6073706150054932,50,2.0499367713928223,0.2741285264492035,"[-0.07876881263873656, -0.038051109806110615, -0.03413191780855414, 0.2670798895001644, 0.4097197310204501]","[0.013421485210046739, 0.006013055322619039, 0.00936865296489941, 0.09593627021851717, 0.01958075398899837]",0,DenverCityCouncil_07312017_17-0680,model_C
tofueval_Qwen2.5-1.5B-Instruct,200,200,0.9579116106033325,49,2.4944028854370117,0.28772932291030884,"[0.039019484911589145, 0.024015462396628395, 0.028994670437116708, 0.33364971425878454, 0.85899743218241]","[0.006786885408417925, 0.004282085779852089, 0.005341931194231379, 0.07000057503363659, 0.0721391034677829]",0,DenverCityCouncil_07312017_17-0680,model_D
tofueval_Qwen2.5-1.5B-Instruct,201,201,1.7732256650924683,58,0.5366098284721375,0.1754465252161026,"[-0.05628017682967515, -0.0011521009487453207, -0.03064346278150534, 0.13493795141352918, 0.07858719138813944]","[0.0087103279533792, 0.004199450954658836, 0.006184356029640687, 0.08860439074161494, 0.013626986753259754]",0,DenverCityCouncil_07312017_17-0680,model_E
tofueval_Qwen2.5-1.5B-Instruct,202,202,1.3747903108596802,82,1.5466067790985107,0.2643399238586426,"[0.27178850125027365, 0.02481617300562481, 0.17045548774029423, 0.7332300023209849, 0.36851700028779394]","[0.04006407274573576, 0.0042994848912513125, 0.013955413406121097, 0.11452974190202196, 0.08165104161085632]",1,DenverCityCouncil_07312017_17-0680,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,203,203,1.1600126028060913,45,1.8687711954116821,0.2640842795372009,"[0.9358478708813588, -0.045305738814446765, 0.3488517467074012, 0.3789435560190921, 0.015103560872941874]","[0.14916562813693116, 0.027587444717160754, 0.03035843006550244, 0.03677031872863823, 0.0019834307446460445]",0,DenverCityCouncil_07312017_17-0680,model_A
tofueval_Qwen2.5-1.5B-Instruct,204,204,1.876602292060852,65,0.4776153862476349,0.1311691701412201,"[-0.07101180778565602, 0.0075305488050127255, 0.02408994272745286, 0.30924934793729336, 0.022040274671207255]","[0.01689328956378561, 0.005236864426590798, 0.006122380694642533, 0.03746861660038121, 0.01001096668156746]",1,DenverCityCouncil_07312017_17-0680,model_B
tofueval_Qwen2.5-1.5B-Instruct,205,205,1.8838247060775757,49,0.6809552311897278,0.13219189643859863,"[0.026639965914037764, 0.0031628270386433116, 0.01871468860427944, 0.6303686371491272, -0.014561610752526594]","[0.01338793198359484, 0.002848835178211834, 0.0022687387314288907, 0.060868366127560504, 0.005873113246373262]",0,DenverCityCouncil_07312017_17-0680,model_C
tofueval_Qwen2.5-1.5B-Instruct,206,206,1.8053427934646606,49,0.7949186563491821,0.12542951107025146,"[0.04582792111881533, 0.0162345352012436, -0.008438708517244277, 0.6650657253720018, -0.006660830704685376]","[0.011401181707530055, 0.0034286928834522507, 0.002743796407898748, 0.07376589747122014, 0.006366165274311224]",1,DenverCityCouncil_07312017_17-0680,model_D
tofueval_Qwen2.5-1.5B-Instruct,207,207,1.4168548583984375,70,1.4689455032348633,0.22381390631198883,"[0.015235234958007432, -0.01578956140271787, -0.020684205023280812, 0.5861244966919392, 0.3822248874416151]","[0.011908961782429677, 0.004767585873618633, 0.0032104316616255344, 0.0522814283625751, 0.044683754994262664]",1,DenverCityCouncil_07312017_17-0680,model_E
tofueval_Qwen2.5-1.5B-Instruct,208,208,1.8983759880065918,50,1.527632236480713,0.2835491895675659,"[0.501333339586854, 0.018074923292151653, 0.23044723796192557, 0.4280274019151693, 0.06026812279771548]","[0.06722801756113768, 0.0058281821624677835, 0.01889122631655937, 0.11842309021396887, 0.007274924515695602]",0,DenverCityCouncil_07312017_17-0680,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,209,209,1.7027488946914673,41,0.6749135255813599,0.1313898265361786,"[-0.025597878998690624, 0.009657723198803822, -0.005379208550992899, 0.0358757532156277, 3.49851949821885e-05]","[0.011311836106980947, 0.0015043945081798461, 0.0037609821548412084, 0.02059996496247949, 0.004240904566469863]",0,DenverCityCouncil_07312017_17-0680,model_A
tofueval_Qwen2.5-1.5B-Instruct,210,210,0.8567916750907898,40,2.2759041786193848,0.2973708510398865,"[0.7832624208647758, -0.017892827963441958, 0.009376049000275088, 0.7041297464074887, 0.0038491684485052247]","[0.10588033749809256, 0.0031122897392890534, 0.005675961080363834, 0.09317645241914932, 0.006163114126354685]",1,DenverCityCouncil_07312017_17-0680,model_B
tofueval_Qwen2.5-1.5B-Instruct,211,211,1.2808510065078735,89,1.931067943572998,0.2530379593372345,"[-0.011045382007743295, -0.004018090230499765, 0.31198259963561764, 0.7996506119109174, 0.3182573165268581]","[0.01671975829341836, 0.0048220451663809494, 0.03167567042456358, 0.08277081011840628, 0.04090057023956198]",1,DenverCityCouncil_07312017_17-0680,model_C
tofueval_Qwen2.5-1.5B-Instruct,212,212,1.4713249206542969,46,1.5454660654067993,0.27889013290405273,"[0.052042108631449875, 0.07991848416049438, 0.7827519030897352, 0.06131537201556215, -0.004428107142144733]","[0.013934898378584361, 0.007189657115304726, 0.09934042606093262, 0.09500213013358877, 0.002516236233443282]",0,DenverCityCouncil_07312017_17-0680,model_D
tofueval_Qwen2.5-1.5B-Instruct,213,213,2.0239017009735107,42,0.6792269349098206,0.14292870461940765,"[-0.017103397475910328, 0.017453177155749428, -0.04218495014633629, -0.021800883142055853, 0.004962990553827868]","[0.00944081089784006, 0.001481983835208753, 0.0032157361589876623, 0.024103284857076124, 0.0020342387515050915]",0,DenverCityCouncil_07312017_17-0680,model_E
tofueval_Qwen2.5-1.5B-Instruct,214,214,1.2971560955047607,61,1.8533813953399658,0.2868463099002838,"[-0.02611754221776269, 0.071554436526744, 0.23298268834201497, 0.36420805559607633, 1.1580285513201025]","[0.015407907933205737, 0.013666810781081423, 0.03736447286617469, 0.04459917789993179, 0.17860113288066923]",0,DenverCityCouncil_08292016_16-0553,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,215,215,1.0578843355178833,56,2.75311541557312,0.3560030162334442,"[-0.018248699041188438, -0.0937981789537454, 0.3396268656027002, 0.4075394900689519, 1.7801231762028433]","[0.00489850074037536, 0.009982524055908064, 0.034128581848355974, 0.05576385615771479, 0.21938530515165308]",1,DenverCityCouncil_08292016_16-0553,model_A
tofueval_Qwen2.5-1.5B-Instruct,216,216,1.6179218292236328,34,2.3040592670440674,0.3328253924846649,"[-0.006004391390460488, 0.07697427587674396, 0.18020889631332146, 0.3735623820389532, 0.8676432379904915]","[0.003935749318175648, 0.016507167993298107, 0.03269830886311892, 0.06310535178835487, 0.1597683783062059]",0,DenverCityCouncil_08292016_16-0553,model_B
tofueval_Qwen2.5-1.5B-Instruct,217,217,0.8983368277549744,72,2.3218235969543457,0.3074108958244324,"[0.6480030855731039, 0.06901165996027696, 0.11290280398052725, 0.26331932991995977, 1.1369813656157122]","[0.07114794356468648, 0.01336709961438033, 0.02843171849329451, 0.02622959169770193, 0.15616100304745353]",1,DenverCityCouncil_08292016_16-0553,model_C
tofueval_Qwen2.5-1.5B-Instruct,218,218,1.435354232788086,72,0.9768954515457153,0.2304794043302536,"[-0.06413322751379585, 0.051468507633520254, 0.14840536176497052, 0.08307285696577714, 0.6770217809438085]","[0.003651441885447563, 0.007610099810272509, 0.05367976803874323, 0.021642535881209964, 0.14955974419727783]",1,DenverCityCouncil_08292016_16-0553,model_D
tofueval_Qwen2.5-1.5B-Instruct,219,219,0.8058499693870544,118,2.007233142852783,0.3384816348552704,"[0.02907772032299902, 0.033755310656765763, 0.7635645564711876, 0.38919062059271786, 0.662754420597085]","[0.004078608339915346, 0.008913385807204336, 0.14303090442811836, 0.07279647153730028, 0.0996148255418179]",0,DenverCityCouncil_08292016_16-0553,model_E
tofueval_Qwen2.5-1.5B-Instruct,220,220,1.4715980291366577,48,0.6008734107017517,0.1533534973859787,"[-0.0075487547613496036, 0.03332320523562279, 0.3075147766333733, 0.4303483687632858, 0.07552717082095721]","[0.008728055369942922, 0.009194204835684635, 0.06996582784025425, 0.05745234916186822, 0.04293277523103711]",0,DenverCityCouncil_08292016_16-0553,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,221,221,1.3284263610839844,71,1.7130643129348755,0.30930113792419434,"[0.06018779209395215, 0.041105122255200036, 0.06394424879962712, 0.3744968981050911, 1.14060923686902]","[0.004527389916603798, 0.015742639291010593, 0.04208239838188342, 0.05048747072183787, 0.16939419843925912]",0,DenverCityCouncil_08292016_16-0553,model_A
tofueval_Qwen2.5-1.5B-Instruct,222,222,1.217306137084961,45,2.699143171310425,0.34136736392974854,"[-0.0012958932011517593, 0.12631175212720538, 0.02972186366160814, 0.6806227103412513, 1.5222278175047703]","[0.0031044592504309142, 0.01299385814780357, 0.029891326671994043, 0.08600817349389318, 0.2128136534981119]",1,DenverCityCouncil_08292016_16-0553,model_B
tofueval_Qwen2.5-1.5B-Instruct,223,223,1.121457576751709,55,1.7337772846221924,0.2674722373485565,"[-0.0048078271393519985, -0.00952514443957956, 0.09306782717502012, 0.19893654351910134, 1.2035828366706318]","[0.0036133460131157914, 0.007233567159109746, 0.057283376706849576, 0.04661267010861924, 0.17321493579154115]",1,DenverCityCouncil_08292016_16-0553,model_C
tofueval_Qwen2.5-1.5B-Instruct,224,224,2.0017802715301514,36,1.4391165971755981,0.26869720220565796,"[0.8866837673316089, -0.08433352732471475, 0.03483605812006216, 0.43136140709692783, -0.01766455508509858]","[0.13080863061319783, 0.009127356802309805, 0.04160219971865647, 0.048963569386286404, 0.024861664978907863]",1,DenverCityCouncil_08292016_16-0553,model_D
tofueval_Qwen2.5-1.5B-Instruct,225,225,1.3751261234283447,59,1.1606616973876953,0.2122167944908142,"[0.3015642902296889, -0.04712269382582883, 0.4412861623726312, 0.38932916278343144, 0.09629852956129333]","[0.05633844371991241, 0.010207071139814354, 0.048667996833424015, 0.057731628634336, 0.0332160726450068]",0,DenverCityCouncil_08292016_16-0553,model_E
tofueval_Qwen2.5-1.5B-Instruct,226,226,2.098914861679077,58,1.3769656419754028,0.24604195356369019,"[0.24835017032681458, -0.043079374698898956, 0.0765888153997868, 0.04183879911654693, 0.9588064343501926]","[0.03652305323177235, 0.0125273032039535, 0.004048580843918272, 0.021010355628967428, 0.1592496871149894]",1,DenverCityCouncil_08292016_16-0553,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,227,227,1.2977068424224854,60,1.4511812925338745,0.22402061522006989,"[0.014736443468549017, -0.01588842942660449, 0.019701939093708157, 0.018759445578219434, 1.2267377691518049]","[0.0013612657564043692, 0.002119727951560435, 0.003019372820920315, 0.0013976294885438278, 0.18961384415451904]",0,DenverCityCouncil_08292016_16-0553,model_A
tofueval_Qwen2.5-1.5B-Instruct,228,228,1.8597586154937744,49,1.0304882526397705,0.2571662962436676,"[-0.023412274637459114, -0.0019993247633279605, 0.009707496885052283, -0.005048308370644417, 0.8283746434869815]","[0.0019134001603983311, 0.0026155947441450235, 0.0032337533853940524, 0.006048920842860697, 0.22259226762594617]",1,DenverCityCouncil_08292016_16-0553,model_B
tofueval_Qwen2.5-1.5B-Instruct,229,229,1.4687771797180176,41,2.4105782508850098,0.32166364789009094,"[-0.027784859143050598, 0.18707398940655479, 0.02241712994296771, 0.23817674716014064, 1.5621488521829612]","[0.0022441364590039064, 0.02439639659424235, 0.012743485751771947, 0.02625740998608047, 0.2443219504046549]",0,DenverCityCouncil_08292016_16-0553,model_C
tofueval_Qwen2.5-1.5B-Instruct,230,230,1.5059502124786377,30,2.7195334434509277,0.3467443585395813,"[0.009994110162127375, 0.037257788174489784, 0.030018732973500543, -0.07256024942920097, 2.139360354716579]","[0.0034926133331509845, 0.0048367781178967565, 0.004736747552396991, 0.007744510584113111, 0.31835175420468054]",0,DenverCityCouncil_08292016_16-0553,model_D
tofueval_Qwen2.5-1.5B-Instruct,231,231,1.131675362586975,78,1.9018161296844482,0.3035717308521271,"[-0.04102809835920851, 0.9384246851639966, 0.7085923623832432, 0.0134293477391251, -0.027335683536082983]","[0.0028667052020887825, 0.14263935105275147, 0.1372968360819402, 0.0014152119259704659, 0.0069877849769816236]",0,DenverCityCouncil_11212016_16-1065,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,232,232,0.8031518459320068,86,2.112842321395874,0.3317353129386902,"[-0.03476912940319846, 0.9775656267626991, 0.941480408323239, 0.010851046090676898, -0.02576532708088391]","[0.010230141698413749, 0.15016653735344948, 0.13866500394588954, 0.0009644166880246852, 0.0037685247498514]",1,DenverCityCouncil_11212016_16-1065,model_A
tofueval_Qwen2.5-1.5B-Instruct,233,233,0.8642099499702454,65,1.7966864109039307,0.28116321563720703,"[0.0003706880458104514, 0.9389440097273529, 0.5097794549816171, -0.0075508226535860624, 0.00355318021281094]","[0.005309595040277879, 0.15448194274124838, 0.07517543100409337, 0.0011677362855520047, 0.0074485320943250164]",0,DenverCityCouncil_11212016_16-1065,model_B
tofueval_Qwen2.5-1.5B-Instruct,234,234,0.5889806747436523,102,2.2420601844787598,0.3186745047569275,"[-0.010756877707214752, 0.8042931723055731, 1.1826759079254663, -0.006884005336449299, -0.03678330107362069]","[0.0018699754274639061, 0.11838130688909801, 0.17626881174258896, 0.0009533420845543208, 0.006386224773900811]",0,DenverCityCouncil_11212016_16-1065,model_C
tofueval_Qwen2.5-1.5B-Instruct,235,235,1.299587607383728,71,0.16115409135818481,0.05471277981996536,"[0.025538070224107465, -0.0449548931591521, 0.01428635107577962, -0.024023760140063504, 0.03911980664239488]","[0.0019525579378610082, 0.006226266725841181, 0.0024566697613183134, 0.0004897825236466687, 0.005062551516563013]",1,DenverCityCouncil_11212016_16-1065,model_D
tofueval_Qwen2.5-1.5B-Instruct,236,236,1.5695801973342896,50,1.8269474506378174,0.22578424215316772,"[-0.03147405067109503, 0.39930301419459285, 0.9056938629504293, 0.008679931683000177, -0.06111669619916938]","[0.005321291653817752, 0.03999750380287878, 0.12030085685575614, 0.001170789845746185, 0.012617143819443299]",0,DenverCityCouncil_11212016_16-1065,model_E
tofueval_Qwen2.5-1.5B-Instruct,237,237,1.398368239402771,64,1.605586051940918,0.27224835753440857,"[-0.016266358406937798, 0.6430782897914469, 0.49903696912042506, -0.005503748150658794, -0.03349385671026539]","[0.0030294678945779197, 0.15391397883468017, 0.07795587141936622, 0.0012366544544875069, 0.00638326727198546]",0,DenverCityCouncil_11212016_16-1065,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,238,238,0.7958653569221497,96,1.8300423622131348,0.30100488662719727,"[-0.01754892349678509, 0.8432325892354129, 0.729065697835722, -0.017168645093382413, -0.042734425024112475]","[0.004189667191153508, 0.14129819870080004, 0.13498221776086913, 0.0012542035725431333, 0.005222856454093261]",0,DenverCityCouncil_11212016_16-1065,model_A
tofueval_Qwen2.5-1.5B-Instruct,239,239,1.005574345588684,106,1.615151286125183,0.2860907018184662,"[-0.0161512415147026, 0.6535714722443307, 0.7142956504911916, -0.012865049667798646, -0.022945566441108584]","[0.0056035169238807265, 0.11778336255810125, 0.11848314976783515, 0.0010298395176202987, 0.004144955300295402]",0,DenverCityCouncil_11212016_16-1065,model_B
tofueval_Qwen2.5-1.5B-Instruct,240,240,1.0450360774993896,71,1.839148759841919,0.28600260615348816,"[-0.024570758986158927, 0.7425947216975595, 0.899555662673534, -0.006702018028590828, -0.03816565692762543]","[0.0034704446564825355, 0.15557755496513598, 0.11056018141989049, 0.001329311220116055, 0.006266880495466364]",0,DenverCityCouncil_11212016_16-1065,model_C
tofueval_Qwen2.5-1.5B-Instruct,241,241,0.20221342146396637,142,2.146453380584717,0.35941755771636963,"[-0.013328966521084125, 0.4824879166363631, 1.5397049139268553, 0.003109002783007077, -0.03375492590074969]","[0.0009017093541227899, 0.07425124554067263, 0.26742257793254065, 0.00040453248928469304, 0.0024035219806483182]",0,DenverCityCouncil_11212016_16-1065,model_D
tofueval_Qwen2.5-1.5B-Instruct,242,242,0.29838255047798157,167,2.0226049423217773,0.3378066122531891,"[0.0024320532126318383, 0.3861503484563046, 1.5333134238031334, -0.004675271081467003, -0.024819261080398596]","[0.0010444558548370567, 0.05982683187941726, 0.254604232085794, 0.00041340705323720807, 0.0023489550760164937]",0,DenverCityCouncil_11212016_16-1065,model_E
tofueval_Qwen2.5-1.5B-Instruct,243,243,0.8191384077072144,47,1.8606195449829102,0.30306458473205566,"[-0.01045456938013655, 1.197519515992447, -0.020940408954010444, -0.001446591483514528, -0.0781447254436337]","[0.004399673870239589, 0.19533745062144978, 0.004217191967301644, 0.0004920082141025171, 0.006001798752646558]",0,DenverCityCouncil_11212016_16-1065,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,244,244,0.9464331865310669,81,1.710637092590332,0.2933432161808014,"[0.023374560136020323, 0.8398036590668109, 0.7193209723041991, -0.0072000390127082755, 0.03082980778906207]","[0.009097479131778078, 0.1468543269322456, 0.12558816682438326, 0.001828524209957794, 0.00719811563809389]",1,DenverCityCouncil_11212016_16-1065,model_A
tofueval_Qwen2.5-1.5B-Instruct,245,245,0.5623982548713684,139,1.9294679164886475,0.30654504895210266,"[0.0010072186390539337, 0.577440708939203, 1.24551807174006, -0.007471687463300618, -0.045987368227785]","[0.003657622521969518, 0.0915693344902511, 0.19540532220830983, 0.0007210265895743413, 0.004347219956621989]",0,DenverCityCouncil_11212016_16-1065,model_B
tofueval_Qwen2.5-1.5B-Instruct,246,246,0.9110745787620544,95,1.8239459991455078,0.30253931879997253,"[-0.014575811577838306, 0.8453250980690906, 0.8340415202963509, 0.008426800380632477, -0.058749759609896784]","[0.007074204266437415, 0.1262416926868211, 0.1291125404954073, 0.0010164660512409203, 0.005282806298514755]",0,DenverCityCouncil_11212016_16-1065,model_C
tofueval_Qwen2.5-1.5B-Instruct,247,247,0.8554633259773254,124,1.847983956336975,0.26584067940711975,"[0.07136309402314157, 0.8047253713974045, 0.4416135826039892, 0.019242849867887636, -0.027926080090588994]","[0.013205472000030964, 0.11954229299455267, 0.06501509268474043, 0.005530125415985352, 0.012349123888993159]",1,DenverCityCouncil_11212016_16-1065,model_D
tofueval_Qwen2.5-1.5B-Instruct,248,248,0.8334639072418213,96,1.9725042581558228,0.30035141110420227,"[0.015886268919985014, 0.9253580480714921, 0.7650841880178328, -0.019638734916232654, -0.04812991674392227]","[0.007735025718955531, 0.14242559969521076, 0.11039797424260318, 0.0009497024007008766, 0.0068130744315683485]",0,DenverCityCouncil_11212016_16-1065,model_E
tofueval_Qwen2.5-1.5B-Instruct,249,249,2.333688497543335,59,0.6095799207687378,0.1613857001066208,"[0.31437339273802306, 0.10719439352557193, 0.2398145793999054, 0.02121460808330547, -0.016690852633042073]","[0.08620199026206708, 0.02459844937927023, 0.01563223542177831, 0.0017206409808106738, 0.005313696232170992]",1,LongBeachCC_02082022_22-0137,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,250,250,0.5558115839958191,72,2.628563404083252,0.30636629462242126,"[2.4825960930158746, 0.01394566871123162, 2.4033638434654374e-05, -0.004068299822342346, 0.015160060355002416]","[0.29546180767364505, 0.004743280841316909, 0.0018865886336590797, 0.0008859819535602912, 0.0074482052654126895]",0,LongBeachCC_02082022_22-0137,model_A
tofueval_Qwen2.5-1.5B-Instruct,251,251,0.6939989924430847,126,2.343500852584839,0.31049904227256775,"[1.6655296214573485, 0.7025371238026306, -0.02721010743759204, -0.002328598674276395, -0.012122578801674016]","[0.22450247263911896, 0.09622375300889534, 0.0030549989444399075, 0.001316654915795665, 0.0041322733742868685]",0,LongBeachCC_02082022_22-0137,model_B
tofueval_Qwen2.5-1.5B-Instruct,252,252,0.9739001989364624,83,2.2051498889923096,0.32892462611198425,"[1.193152707032242, 1.0937012473222711, -0.021278683729858118, -0.016030752378224336, -0.032361006179522214]","[0.18591007279338742, 0.13940543333922736, 0.004012726036155829, 0.0014467381596021543, 0.0035741709894174132]",0,LongBeachCC_02082022_22-0137,model_C
tofueval_Qwen2.5-1.5B-Instruct,253,253,1.1896806955337524,89,1.8054380416870117,0.2668415307998657,"[0.5354558075738945, 0.9837832555555467, 0.1877451563520348, -0.0027032932580521936, -0.01503039578945779]","[0.09604993048744516, 0.1419216979358547, 0.01728356219472404, 0.002071517469247421, 0.0034233834146536455]",0,LongBeachCC_02082022_22-0137,model_D
tofueval_Qwen2.5-1.5B-Instruct,254,254,1.3255695104599,90,0.07141026854515076,0.03973916545510292,"[-0.012034276301561578, 0.005332753834305651, 0.006348755116310814, -0.0038271624434451546, 0.0397758730841133]","[0.012252161154647941, 0.0034313862939787517, 0.0018880839024578537, 0.0015086915911436134, 0.003294844078632132]",1,LongBeachCC_02082022_22-0137,model_E
tofueval_Qwen2.5-1.5B-Instruct,255,255,2.7592523097991943,76,1.0117100477218628,0.17684262990951538,"[0.15219326680840153, 0.548637085857033, 0.2186046642007951, 0.04317259008190664, 0.015691534694891936]","[0.05722482196222843, 0.06647229962543945, 0.05274910184964872, 0.002927684466369017, 0.00517951885215726]",1,LongBeachCC_02082022_22-0137,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,256,256,2.151106595993042,35,0.014988335780799389,0.06075673922896385,"[0.010266154525535448, 0.024990213955087322, 0.00253847422344344, -0.005242824421397277, -0.08591655761535678]","[0.009016653040557035, 0.007746728622753705, 0.0046180265151113935, 0.0015352172797845145, 0.004229306928131596]",1,LongBeachCC_02082022_22-0137,model_A
tofueval_Qwen2.5-1.5B-Instruct,257,257,1.6896631717681885,103,0.13199564814567566,0.07395903766155243,"[0.0854722853308912, 0.14470677658893197, 0.000990052579210402, -0.01730010601700661, 0.08075125301123973]","[0.02302468352511435, 0.015928489607105, 0.009759496148763874, 0.001187361883410728, 0.009605496468975561]",1,LongBeachCC_02082022_22-0137,model_B
tofueval_Qwen2.5-1.5B-Instruct,258,258,1.7468116283416748,81,1.6583170890808105,0.2767876982688904,"[0.5530756940651271, 1.1204968410084006, 0.0014872334239627867, 0.01666829792008718, 0.044042603810530524]","[0.11219857795017392, 0.13466091503347558, 0.01453140641184785, 0.002466984233941966, 0.01811128681272771]",0,LongBeachCC_02082022_22-0137,model_C
tofueval_Qwen2.5-1.5B-Instruct,259,259,1.6171175241470337,63,1.7161623239517212,0.2521613538265228,"[-0.03578558981340999, 1.359608389232952, 0.5445312740916889, 0.011623811154253965, -0.0626573968782193]","[0.02311643710955318, 0.14624391996257766, 0.07458122867833553, 0.0038736702122439473, 0.005805211472891513]",0,LongBeachCC_02082022_22-0137,model_D
tofueval_Qwen2.5-1.5B-Instruct,260,260,1.5017021894454956,53,1.596121072769165,0.2333076298236847,"[0.67978342248651, 0.0549327877007907, 0.2658210430656151, 0.014457332093424723, 0.14045014276411474]","[0.11799961372616963, 0.01972817732324821, 0.039949358103281415, 0.005969721607516047, 0.029764003227653102]",0,LongBeachCC_02082022_22-0137,model_E
tofueval_Qwen2.5-1.5B-Instruct,261,261,1.150333285331726,58,2.067108392715454,0.32585248351097107,"[1.70283606007358, 0.02604412201803982, 0.017753942717953233, 0.02264476829119805, 0.012562566999192847]","[0.2917495801513473, 0.0016267989119368481, 0.0011546376818246087, 0.0008926054553420461, 0.0027831168804701863]",0,LongBeachCC_02082022_22-0137,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,262,262,0.8239383697509766,75,2.5112740993499756,0.34157034754753113,"[2.2620531036239115, -0.0027965875548519154, 0.000684017858717804, -0.007369782916490901, -0.05371619569962301]","[0.3155767143158785, 0.0016527658910452678, 0.0009547404975160135, 0.0009316403307354904, 0.004141574487610645]",0,LongBeachCC_02082022_22-0137,model_A
tofueval_Qwen2.5-1.5B-Instruct,263,263,1.4460186958312988,104,1.4875106811523438,0.23923398554325104,"[0.8581571458386267, 0.5384664349183788, 0.01541133436418162, -0.018641406793169432, -0.01164950435217039]","[0.16791524276485548, 0.05811470913368256, 0.003297687977429029, 0.0016134107568592964, 0.007297745410884733]",1,LongBeachCC_02082022_22-0137,model_B
tofueval_Qwen2.5-1.5B-Instruct,264,264,0.843090295791626,54,2.465334177017212,0.3485345244407654,"[2.077780138157929, 0.00037404147291521505, -0.00027745144001932605, -0.03264306272871585, -0.03579592148296932]","[0.2912075994924332, 0.0030764793449028125, 0.0015027553684595423, 0.0015481836528326515, 0.007064584791393187]",0,LongBeachCC_02082022_22-0137,model_C
tofueval_Qwen2.5-1.5B-Instruct,265,265,0.807933509349823,65,1.776330590248108,0.30528488755226135,"[1.2370054804209547, 0.3706199693651937, -0.011305490687244365, 0.006332612802054008, -0.03826515511175855]","[0.2242530605585601, 0.06573877016400746, 0.0011506235324505864, 0.0009501408564163355, 0.0019214730572125168]",1,LongBeachCC_02082022_22-0137,model_D
tofueval_Qwen2.5-1.5B-Instruct,266,266,1.5613890886306763,66,1.145045280456543,0.22541847825050354,"[0.3518249225021326, -0.05598978551146998, 0.21581565181843348, -0.02330205566558465, 0.06825916198916578]","[0.1308507615971063, 0.024644710365900362, 0.019700741573786623, 0.004915359174793304, 0.010837270689446506]",1,LongBeachCC_02082022_22-0137,model_E
tofueval_Qwen2.5-1.5B-Instruct,267,267,2.5836002826690674,37,1.3609675168991089,0.24249327182769775,"[0.14711704955285265, 0.019795727780768397, 0.05799981583904072, 0.008965935086126666, -0.014253126834896771]","[0.07068400368459422, 0.009282097197658889, 0.009033330124480385, 0.017679323149078864, 0.007014544250646518]",0,LongBeachCC_02092016_16-0125,Model-Extra
tofueval_Qwen2.5-1.5B-Instruct,268,268,1.0358455181121826,69,1.5444175004959106,0.25115537643432617,"[1.0831858625271074, 0.05302330278689202, 0.017784360964034695, -0.03933671462405271, 0.029620082660097767]","[0.1553486518870172, 0.010151736379167114, 0.01428966321264997, 0.012100042035514718, 0.006092802546763251]",0,LongBeachCC_02092016_16-0125,model_A
tofueval_Qwen2.5-1.5B-Instruct,269,269,0.9891048073768616,92,1.9069188833236694,0.2668229937553406,"[0.9243698588307265, 0.04092479272960348, 0.06521537192388084, 0.3614562857977865, -0.006634740439277148]","[0.1283961969813474, 0.015708842144974873, 0.008827079367778346, 0.0363301227664628, 0.006731377811831862]",1,LongBeachCC_02092016_16-0125,model_B
tofueval_Qwen2.5-1.5B-Instruct,270,270,1.0576751232147217,78,1.5770014524459839,0.23340100049972534,"[1.0841805323695717, -0.01845276034351301, -0.012972110902830116, -0.01781942102351399, 0.0022326450135808093]","[0.1563340378922406, 0.007316791704444115, 0.011672524235567111, 0.010096750705965626, 0.005439472964921011]",0,LongBeachCC_02092016_16-0125,model_C
tofueval_Qwen2.5-1.5B-Instruct,271,271,1.7116131782531738,44,1.0719799995422363,0.21288160979747772,"[0.40125701613512565, 0.029010960207828743, 0.023198375621260228, 0.30860403135672887, 0.0225999758483588]","[0.10855661489982925, 0.006819592875258836, 0.0068061847279585145, 0.0364779994924902, 0.00789749191426381]",0,LongBeachCC_02092016_16-0125,model_D
